Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
John D Rockefeller Jr MEM PKWY,"1,430,337","$49,351.30 ",830,"$26,932.70 ","$43,908.90 ","$78,294.20 ",2015
John Day Fossil Beds NM*,"196,276","$9,146.90 ",141,"$3,831.10 ","$5,974.80 ","$10,759.10 ",2015
John F Kennedy NHS,"18,485","$1,058.40 ",15,$593.40 ,$935.40 ,"$1,498.90 ",2015
John Muir NHS,"42,615","$2,440.20 ",34,"$1,410.90 ","$2,100.00 ","$3,371.60 ",2015
Johnstown Flood NMEM*,"163,431","$9,885.40 ",176,"$5,148.10 ","$8,040.20 ","$14,066.00 ",2015
Joshua Tree NP*,"2,025,755","$96,741.30 ","1,341","$49,858.50 ","$78,826.50 ","$128,226.70 ",2015
Kalaupapa NHP,"67,891","$3,887.50 ",50,"$1,838.90 ","$3,045.70 ","$4,748.20 ",2015
Kaloko-Honokohau NHP,"170,683","$9,773.60 ",123,"$4,623.10 ","$7,657.20 ","$11,937.40 ",2015
Katmai NP&PRES,"37,818","$58,343.10 ",765,"$27,725.00 ","$50,909.20 ","$83,062.70 ",2015
Kenai Fjords NP,"296,697","$59,320.60 ","1,092","$32,447.50 ","$49,840.00 ","$85,107.80 ",2015
Kennesaw Mountain NBP,"2,174,870","$124,535.80 ","2,089","$70,678.40 ","$109,394.80 ","$186,916.50 ",2015
Kings Canyon NP,"468,105","$40,667.50 ",616,"$17,535.30 ","$29,703.90 ","$51,267.00 ",2015
Kings Mountain NMP*,"257,078","$10,070.60 ",162,"$4,910.90 ","$7,787.20 ","$13,413.00 ",2015
Klondike Gold Rush AK NHP,"919,661","$184,107.10 ","3,390","$100,685.20 ","$154,696.90 ","$264,141.30 ",2015
Klondike Gold Rush WA NHP,"60,372","$3,456.90 ",48,"$1,657.20 ","$2,864.20 ","$4,636.40 ",2015
Knife River Indian Villages NHS,"11,377",$651.50 ,10,$285.00 ,$455.70 ,$826.90 ,2015
Kobuk Valley NP,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2015
Korean War Veterans MEM,"4,077,835","$75,728.10 ","1,088","$42,774.00 ","$67,558.40 ","$107,055.30 ",2015
Lake Chelan NRA,"32,185","$2,055.70 ",27,$992.20 ,"$1,699.60 ","$2,708.30 ",2015
Lake Clark NP&PRES,"17,818","$27,488.60 ",361,"$13,062.70 ","$23,986.10 ","$39,135.30 ",2015
Lake Mead NRA,"7,298,466","$311,206.40 ","4,178","$140,587.40 ","$224,911.40 ","$365,354.20 ",2015
Lake Meredith NRA,"831,374","$35,314.50 ",521,"$12,984.30 ","$22,601.40 ","$40,692.70 ",2015
Lake Roosevelt NRA,"1,170,842","$49,983.10 ",697,"$19,334.60 ","$34,938.10 ","$59,124.80 ",2015
Lassen Volcanic NP,"468,092","$27,361.50 ",403,"$10,117.40 ","$17,837.90 ","$31,159.40 ",2015
Lava Beds NM*,"108,687","$4,510.00 ",62,"$1,642.40 ","$2,730.60 ","$4,870.50 ",2015
Lewis and Clark NHP,"270,411","$15,484.10 ",246,"$8,113.80 ","$12,685.50 ","$21,555.90 ",2015
Lincoln MEM,"7,941,771","$147,484.00 ","2,120","$83,304.40 ","$131,573.10 ","$208,495.20 ",2015
Lincoln Boyhood NMEM*,"111,711","$5,218.30 ",90,"$2,473.60 ","$3,991.60 ","$7,155.30 ",2015
Lincoln Home NHS*,"233,298","$13,869.40 ",224,"$5,478.00 ","$10,110.50 ","$17,548.50 ",2015
Little Bighorn Battlefield NM,"317,783","$18,196.70 ",310,"$8,096.70 ","$12,560.80 ","$23,594.20 ",2015
Little River Canyon NPRES,"248,136","$14,208.60 ",237,"$6,308.70 ","$10,475.60 ","$18,609.20 ",2015
Little Rock Central High School NHS,"125,955","$7,212.30 ",125,"$3,160.70 ","$5,249.50 ","$9,497.60 ",2015
Longfellow NHS,"50,784","$2,908.00 ",44,"$1,632.80 ","$2,573.20 ","$4,112.30 ",2015
Lowell NHP,"531,055","$30,408.90 ",453,"$17,022.40 ","$26,847.60 ","$42,983.20 ",2015
Lyndon B Johnson NHP,"124,980","$7,156.50 ",114,"$3,608.40 ","$5,899.40 ","$10,090.00 ",2015
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"232,883","$13,335.20 ",188,"$7,281.80 ","$11,429.20 ","$18,143.50 ",2015
Maggie L Walker NHS,"7,589",$434.50 ,8,$203.10 ,$336.70 ,$587.00 ,2015
Mammoth Cave NP,"566,895","$48,102.80 ",749,"$23,429.10 ","$38,796.00 ","$66,026.30 ",2015
Manassas NBP,"502,045","$28,747.70 ",405,"$15,703.10 ","$24,573.20 ","$38,948.90 ",2015
Manzanar NHS*,"95,327","$9,731.50 ",142,"$4,073.40 ","$6,755.50 ","$11,464.00 ",2015
Marsh - Billings - Rockefeller NHP,"35,002","$2,004.30 ",29,$915.70 ,"$1,576.90 ","$2,600.20 ",2015
Martin Luther King Jr NHS,"673,728","$38,578.50 ",649,"$22,077.60 ","$34,150.40 ","$58,247.10 ",2015
"Martin Luther King, Jr. MEM","3,530,401","$65,561.90 ",941,"$37,031.80 ","$58,488.90 ","$92,683.60 ",2015
Martin Van Buren NHS,"18,548","$1,062.10 ",12,$503.80 ,$864.90 ,"$1,372.60 ",2015
Mary McLeod Bethune Council House NHS,"8,249",$153.20 ,3,$86.50 ,$136.70 ,$216.60 ,2015
Mesa Verde NP*,"547,325","$55,447.00 ",814,"$21,666.00 ","$38,670.00 ","$66,816.10 ",2015
Minute Man NHP,"964,331","$55,218.80 ",821,"$30,937.80 ","$48,856.20 ","$78,188.70 ",2015
Minuteman Missile NHS*,"100,488","$7,322.50 ",121,"$2,828.80 ","$4,650.80 ","$9,099.10 ",2015
Mississippi NRRA,"127,636","$5,374.00 ",84,"$2,638.80 ","$4,235.40 ","$7,394.50 ",2015
Missouri NRR,"145,004","$6,105.30 ",97,"$2,291.40 ","$3,830.90 ","$7,089.90 ",2015
Mojave NPRES,"589,156","$33,720.40 ",486,"$16,604.20 ","$26,344.00 ","$42,746.20 ",2015
Monocacy NB*,"64,596","$5,278.60 ",76,"$2,962.70 ","$4,667.70 ","$7,395.10 ",2015
Montezuma Castle NM,"416,636","$23,857.10 ",358,"$12,715.10 ","$20,363.00 ","$33,338.20 ",2015
Moores Creek NB,"89,944","$5,664.40 ",87,"$2,181.80 ","$3,826.60 ","$6,766.90 ",2015
Morristown NHP,"218,960","$12,538.00 ",166,"$7,464.10 ","$11,505.20 ","$17,557.60 ",2015
Mount Rainier NP*,"1,237,232","$45,741.30 ",596,"$21,018.20 ","$36,426.80 ","$58,341.20 ",2015
Mount Rushmore NMEM,"2,434,298","$139,390.90 ","2,384","$57,910.00 ","$93,788.50 ","$180,104.60 ",2015
Muir Woods NM,"1,099,923","$62,983.00 ",873,"$36,309.40 ","$53,883.20 ","$86,113.40 ",2015
Natchez NHP,"204,332","$11,700.30 ",183,"$5,051.10 ","$8,157.30 ","$14,407.10 ",2015
Natchez Trace PKWY,"5,785,813","$137,217.20 ","1,849","$48,100.20 ","$77,217.00 ","$135,828.30 ",2015
National Capital Parks Central,"1,833,085","$34,041.60 ",491,"$19,211.70 ","$30,363.90 ","$48,171.00 ",2015
National Capital Parks East,"1,220,404","$22,663.70 ",332,"$12,696.10 ","$20,430.40 ","$32,444.50 ",2015
National Park of American Samoa,"13,893",$795.50 ,9,$376.30 ,$623.30 ,$971.60 ,2015
Natural Bridges NM,"94,798","$5,821.10 ",80,"$2,144.90 ","$3,752.00 ","$6,447.50 ",2015
Navajo NM,"71,370","$4,431.10 ",60,"$1,628.60 ","$2,843.10 ","$4,879.80 ",2015
New Bedford Whaling NHP*,"167,790","$8,814.90 ",139,"$5,267.30 ","$8,200.00 ","$13,023.90 ",2015
New Orleans Jazz NHP,"58,187","$3,331.90 ",52,"$1,619.50 ","$2,577.10 ","$4,404.50 ",2015
New River Gorge NR,"1,178,752","$50,260.60 ",757,"$20,159.40 ","$32,409.40 ","$57,420.50 ",2015
Nez Perce NHP,"224,968","$12,881.90 ",198,"$5,088.10 ","$9,127.10 ","$15,817.70 ",2015
Nicodemus NHS*,"3,305",$180.40 ,2,$50.90 ,$92.90 ,$174.10 ,2015
Ninety Six NHS,"80,223","$4,593.70 ",73,"$1,931.90 ","$3,361.10 ","$5,854.20 ",2015
Niobrara NSR,"68,112","$2,867.80 ",43,$771.50 ,"$1,362.90 ","$2,714.20 ",2015
Noatak NPRES,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2015
North Cascades NP,"20,677",$800.50 ,8,$327.70 ,$546.90 ,$868.80 ,2015
Obed W&SR*,"214,441","$3,717.40 ",46,"$1,279.10 ","$2,053.00 ","$3,505.80 ",2015
Ocmulgee NM,"155,387","$8,897.70 ",151,"$3,411.80 ","$5,906.40 ","$10,862.60 ",2015
Olympic NP,"3,263,761","$270,618.60 ","3,654","$131,171.60 ","$232,596.40 ","$375,500.80 ",2015
Oregon Caves NM,"72,709","$4,539.90 ",75,"$1,901.60 ","$3,121.80 ","$5,686.00 ",2015
Organ Pipe Cactus NM,"222,722","$13,550.10 ",194,"$6,993.30 ","$11,412.50 ","$18,800.70 ",2015
Ozark NSR,"1,277,941","$53,886.20 ",835,"$19,018.10 ","$31,494.00 ","$58,400.00 ",2015
Padre Island NS,"582,839","$24,573.40 ",368,"$8,875.90 ","$15,614.00 ","$28,115.70 ",2015
Palo Alto Battlefield NHP,"47,867","$2,741.00 ",47,"$1,011.40 ","$1,840.30 ","$3,378.40 ",2015
Pea Ridge NMP,"114,578","$6,561.00 ",113,"$2,958.90 ","$4,785.70 ","$8,617.00 ",2015
Pecos NHP,"30,230","$1,731.00 ",28,$782.40 ,"$1,241.20 ","$2,225.30 ",2015
Pennsylvania Avenue NHS,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2015
Perry's Victory & International Peace MEM*,"156,578","$13,744.10 ",262,"$7,948.10 ","$12,478.50 ","$21,616.00 ",2015
Petersburg NB,"192,655","$11,031.70 ",183,"$5,121.20 ","$8,445.00 ","$14,877.70 ",2015
Petrified Forest NP,"793,226","$50,032.40 ",691,"$18,013.50 ","$31,798.70 ","$55,193.40 ",2015
Petroglyph NM,"117,825","$6,746.80 ",111,"$3,001.80 ","$4,782.40 ","$8,656.30 ",2015
Pictured Rocks NL,"723,179","$30,643.60 ",436,"$9,756.60 ","$17,445.60 ","$31,189.30 ",2015
Pinnacles NP,"206,532","$11,826.30 ",162,"$5,907.00 ","$8,987.90 ","$14,480.20 ",2015
Pipe Spring NM,"54,619","$3,127.60 ",49,"$1,178.70 ","$2,071.70 ","$3,657.20 ",2015
Pipestone NM,"70,748","$4,051.10 ",68,"$1,684.40 ","$2,778.30 ","$5,156.80 ",2015
Piscataway P,"148,730","$8,516.40 ",120,"$4,651.40 ","$7,281.30 ","$11,500.50 ",2015
Point Reyes NS,"2,501,106","$107,703.10 ","1,378","$57,596.20 ","$85,253.40 ","$135,501.40 ",2015
Port Chicago Naval Magazine NMEM,963,$55.20 ,0,$31.90 ,$47.70 ,$76.70 ,2015
President William Jefferson Clinton Birthplace Home NHS,"10,463",$599.20 ,9,$239.00 ,$406.50 ,$722.90 ,2015
President's Park,"903,161","$16,772.30 ",242,"$9,473.60 ","$14,962.90 ","$23,710.70 ",2015
Prince William Forest P,"312,108","$17,753.30 ",233,"$9,243.10 ","$14,637.10 ","$23,149.10 ",2015
Pu`uhonua O Honaunau NHP,"437,286","$25,039.60 ",315,"$11,844.20 ","$19,617.70 ","$30,583.40 ",2015
Puukohola Heiau NHS,"139,586","$7,992.90 ",103,"$3,780.80 ","$6,262.20 ","$9,762.60 ",2015
Rainbow Bridge NM,"77,270","$4,424.60 ",65,"$1,642.20 ","$2,858.70 ","$4,935.50 ",2015
Redwood NP,"527,143","$33,012.80 ",530,"$13,730.90 ","$22,682.20 ","$41,085.00 ",2015
Richmond NBP,"184,176","$10,546.20 ",173,"$4,880.80 ","$8,099.00 ","$14,202.10 ",2015
Rio Grande W&SR,191,$196.90 ,4,$80.00 ,$142.40 ,$263.80 ,2015
River Raisin NB,"109,118","$6,248.30 ",100,"$3,096.80 ","$5,032.30 ","$8,635.00 ",2015
Rock Creek P,"2,443,771","$45,382.50 ",656,"$25,635.10 ","$40,534.30 ","$64,341.60 ",2015
Rocky Mountain NP*,"4,155,917","$268,391.40 ","4,144","$152,167.60 ","$246,198.30 ","$408,311.00 ",2015
Roger Williams NMEM,"60,505","$3,464.50 ",51,"$1,904.90 ","$3,028.10 ","$4,797.40 ",2015
Rosie the Riveter WWII Home Front NHP,"56,363","$3,227.50 ",45,"$1,866.20 ","$2,776.40 ","$4,456.00 ",2015
Ross Lake NRA,"772,579","$33,496.90 ",413,"$15,161.10 ","$25,432.80 ","$40,520.50 ",2015
Russell Cave NM,"19,431","$1,112.70 ",17,$453.90 ,$772.70 ,"$1,380.90 ",2015
Sagamore Hill NHS,"42,326","$2,423.70 ",30,"$1,422.10 ","$2,204.60 ","$3,300.30 ",2015
Saguaro NP,"753,446","$47,493.00 ",691,"$24,664.80 ","$40,354.40 ","$66,549.80 ",2015
Saint Croix NSR,"623,122","$26,103.00 ",411,"$12,734.40 ","$20,400.90 ","$35,642.70 ",2015
Saint Croix Island IHS,"12,556",$718.90 ,11,$298.70 ,$482.20 ,$876.40 ,2015
Saint Paul's Church NHS,"17,180",$983.80 ,11,$578.90 ,$897.90 ,"$1,345.40 ",2015
Saint-Gaudens NHS*,"39,243","$1,914.30 ",31,"$1,053.90 ","$1,752.60 ","$2,861.20 ",2015
Salem Maritime NHS,"264,780","$15,161.60 ",224,"$8,592.30 ","$13,447.20 ","$21,395.20 ",2015
Salinas Pueblo Missions NM,"29,672","$1,699.00 ",28,$764.50 ,"$1,215.80 ","$2,182.70 ",2015
Salt River Bay EHP,"8,107",$464.20 ,6,$219.60 ,$363.70 ,$567.00 ,2015
San Antonio Missions NHP,"1,322,155","$75,708.30 ","1,217","$36,803.40 ","$60,873.70 ","$105,145.70 ",2015
San Francisco Maritime NHP,"4,173,014","$101,389.30 ","1,248","$49,580.00 ","$72,890.00 ","$117,012.80 ",2015
San Juan NHS,"1,532,818","$87,771.10 ","1,107","$41,517.50 ","$68,765.60 ","$107,203.70 ",2015
San Juan Island NHP,"258,668","$14,811.70 ",198,"$7,080.60 ","$12,002.90 ","$19,222.10 ",2015
Sand Creek Massacre NHS,"5,887",$337.10 ,6,$91.30 ,$177.20 ,$334.70 ,2015
Santa Monica Mountains NRA,"797,127","$34,007.40 ",486,"$18,260.00 ","$28,215.40 ","$46,673.70 ",2015
Saratoga NHP,"65,011","$3,722.70 ",56,"$1,577.50 ","$2,864.80 ","$4,724.20 ",2015
Saugus Iron Works NHS,"9,328",$534.20 ,7,$302.10 ,$474.00 ,$754.40 ,2015
Scotts Bluff NM,"131,123","$7,508.30 ",113,"$2,962.50 ","$5,072.80 ","$8,729.40 ",2015
Sequoia NP*,"1,097,464","$82,611.70 ","1,172","$33,549.50 ","$57,563.00 ","$98,961.80 ",2015
Shenandoah NP,"1,321,873","$87,870.20 ","1,179","$45,851.30 ","$72,593.90 ","$115,205.80 ",2015
Shiloh NMP,"356,536","$20,415.70 ",330,"$7,592.50 ","$13,014.20 ","$23,731.00 ",2015
Sitka NHP,"185,151","$40,343.80 ",722,"$21,800.30 ","$34,092.00 ","$57,895.00 ",2015
Sleeping Bear Dunes NL*,"1,535,633","$163,431.10 ","2,586","$63,893.80 ","$116,979.30 ","$205,824.90 ",2015
Springfield Armory NHS,"21,825","$1,249.70 ",18,$663.80 ,"$1,071.10 ","$1,704.30 ",2015
Statue Of Liberty NM,"4,279,020","$245,022.00 ","3,145","$144,798.10 ","$224,258.30 ","$337,821.60 ",2015
Steamtown NHS*,"89,592","$4,754.80 ",77,"$2,464.00 ","$3,903.50 ","$6,521.80 ",2015
Stones River NB,"264,925","$15,169.90 ",242,"$7,403.80 ","$12,168.00 ","$20,575.50 ",2015
Sunset Crater Volcano NM,"182,202","$10,433.20 ",152,"$3,822.80 ","$6,788.80 ","$11,610.30 ",2015
Tallgrass Prairie NPRES,"29,558","$1,692.60 ",26,$725.50 ,"$1,198.20 ","$2,150.00 ",2015
Thaddeus Kosciuszko NMEM,"1,261",$72.20 ,0,$42.40 ,$65.80 ,$106.80 ,2015
Theodore Roosevelt NP,"580,033","$35,903.70 ",494,"$13,373.90 ","$21,405.80 ","$38,163.70 ",2015
Theodore Roosevelt Birthplace NHS,"6,685",$382.80 ,3,$225.60 ,$350.40 ,$528.50 ,2015
Theodore Roosevelt Inaugural NHS,"24,895","$1,425.60 ",20,$595.10 ,"$1,124.40 ","$1,827.40 ",2015
Theodore Roosevelt Island P,"159,739","$9,146.90 ",131,"$4,994.70 ","$7,839.50 ","$12,445.00 ",2015
Thomas Edison NHP,"56,317","$3,224.70 ",42,"$1,908.90 ","$2,940.20 ","$4,450.60 ",2015
Thomas Jefferson NMEM,"3,102,441","$57,614.40 ",828,"$32,542.70 ","$51,398.80 ","$81,448.30 ",2015
Thomas Stone NHS,"5,772",$330.50 ,3,$181.20 ,$282.80 ,$445.70 ,2015
Timpanogos Cave NM,"104,023","$5,956.50 ",101,"$3,155.70 ","$4,944.30 ","$8,829.80 ",2015
Timucuan EHP,"1,239,423","$70,970.90 ","1,153","$34,104.90 ","$56,656.80 ","$97,169.20 ",2015
Tonto NM,"37,523","$2,148.60 ",33,"$1,148.00 ","$1,848.70 ","$3,038.60 ",2015
Tumacácori NHP,"42,146","$2,413.40 ",36,$970.30 ,"$1,697.30 ","$2,905.70 ",2015
Tuskegee Airmen NHS,"22,663","$1,297.80 ",21,$516.40 ,$853.30 ,"$1,588.00 ",2015
Tuskegee Institute NHS,"7,961",$455.80 ,8,$181.40 ,$299.70 ,$557.70 ,2015
Tuzigoot NM,"95,064","$5,443.50 ",81,"$2,912.50 ","$4,656.50 ","$7,615.50 ",2015
Ulysses S Grant NHS,"39,048","$2,235.90 ",38,"$1,185.50 ","$1,861.80 ","$3,279.90 ",2015
Upper Delaware NSR&NRR,"243,246","$10,241.60 ",117,"$5,331.20 ","$8,080.90 ","$12,127.10 ",2015
Valley Forge NHP,"2,143,965","$26,550.60 ",471,"$15,928.90 ","$24,418.00 ","$40,138.00 ",2015
Vanderbilt Mansion NHS,"431,961","$24,734.60 ",338,"$13,250.20 ","$21,304.30 ","$33,013.50 ",2015
Vicksburg NMP,"532,445","$30,488.50 ",504,"$14,098.70 ","$22,331.50 ","$39,985.80 ",2015
Vietnam Veterans MEM,"5,597,077","$103,941.50 ","1,494","$58,710.00 ","$92,728.00 ","$146,940.00 ",2015
Virgin Islands NP*,"438,371","$62,133.50 ",819,"$30,720.30 ","$54,179.00 ","$83,458.20 ",2015
Voyageurs NP,"238,313","$18,992.10 ",301,"$7,310.30 ","$13,001.70 ","$23,501.10 ",2015
Waco Mammoth NM,"20,551","$1,176.80 ",17,$457.00 ,$795.40 ,"$1,422.90 ",2015
Walnut Canyon NM,"153,323","$8,779.50 ",129,"$3,216.80 ","$5,712.70 ","$9,770.10 ",2015
War In The Pacific NHP,"322,463","$18,464.70 ",232,"$8,734.20 ","$14,466.40 ","$22,552.80 ",2015
Washington Monument,"493,550","$9,165.60 ",131,"$5,177.00 ","$8,176.80 ","$12,957.20 ",2015
Washita Battlefield NHS,"12,068",$691.00 ,10,$243.40 ,$412.20 ,$763.10 ,2015
Weir Farm NHS,"47,220","$2,703.90 ",34,"$1,573.00 ","$2,448.20 ","$3,676.00 ",2015
Whiskeytown NRA,"843,846","$35,732.30 ",519,"$13,224.00 ","$22,761.30 ","$39,492.70 ",2015
White House,"526,263","$9,773.10 ",141,"$5,520.20 ","$8,718.70 ","$13,816.00 ",2015
White Sands NM*,"497,506","$25,729.30 ",387,"$9,288.80 ","$15,953.90 ","$29,352.10 ",2015
Whitman Mission NHS,"39,525","$2,263.20 ",33,$831.30 ,"$1,508.80 ","$2,557.90 ",2015
William Howard Taft NHS,"24,385","$1,396.30 ",22,$719.60 ,"$1,123.50 ","$1,982.80 ",2015
Wilson's Creek NB,"161,005","$9,219.30 ",157,"$4,142.60 ","$6,698.30 ","$12,075.80 ",2015
Wind Cave NP*,"612,199","$60,578.60 ","1,044","$25,322.60 ","$41,775.30 ","$80,365.10 ",2015
Wolf Trap National Park for the Performing Arts,"407,351","$23,325.50 ",332,"$12,747.10 ","$20,025.20 ","$31,860.80 ",2015
Women's Rights NHP*,"38,140","$2,712.40 ",37,"$1,152.40 ","$2,196.90 ","$3,503.60 ",2015
World War II Memorial,"5,068,224","$94,120.30 ","1,352","$53,162.60 ","$83,966.40 ","$133,056.00 ",2015
World War II Valor in the Pacific NM,"1,574,155","$90,138.10 ","1,136","$42,637.10 ","$70,620.00 ","$110,094.70 ",2015
Wrangell - St Elias NP&PRES,"80,366","$123,983.80 ","1,622","$58,917.70 ","$108,186.10 ","$176,514.80 ",2015
Wright Brothers NMEM,"437,184","$25,033.70 ",405,"$11,017.20 ","$18,033.90 ","$31,846.00 ",2015
Wupatki NM,"212,828","$13,426.00 ",186,"$4,951.30 ","$8,776.80 ","$14,895.50 ",2015
Yellowstone NP*,"4,097,709","$493,620.90 ","7,737","$224,826.50 ","$361,876.30 ","$638,574.70 ",2015
Yosemite NP*,"4,150,218","$449,080.80 ","6,887","$207,730.70 ","$348,826.20 ","$593,693.70 ",2015
Yukon - Charley Rivers NPRES,"1,133","$1,045.50 ",8,$415.70 ,$983.00 ,"$1,468.10 ",2015
Zion NP*,"3,648,846","$202,198.40 ","2,823","$104,418.60 ","$172,318.20 ","$274,562.80 ",2015
Abraham Lincoln Birthplace NHP,"252,495","$14,763.10 ",245,"$7,004.70 ","$11,226.50 ","$19,905.80 ",2016
Acadia NP,"3,303,394","$274,208.80 ","4,195","$111,087.10 ","$188,275.10 ","$332,786.30 ",2016
Adams NHP,"199,300","$11,652.80 ",171,"$6,534.10 ","$10,281.90 ","$16,519.60 ",2016
African Burial Ground NM,"46,526","$2,720.40 ",34,"$1,603.20 ","$2,487.30 ","$3,764.50 ",2016
Agate Fossil Beds NM*,"15,555","$1,140.40 ",17,$354.90 ,$638.00 ,"$1,199.30 ",2016
Alibates Flint Quarries NM,"8,152",$476.60 ,8,$189.90 ,$331.40 ,$596.50 ,2016
Allegheny Portage Railroad NHS,"189,370","$11,072.20 ",184,"$5,476.30 ","$8,602.70 ","$15,044.80 ",2016
Amistad NRA,"1,164,530","$50,617.70 ",710,"$15,544.90 ","$28,081.30 ","$51,077.60 ",2016
Andersonville NHS,"134,216","$7,847.40 ",133,"$3,016.40 ","$5,135.50 ","$9,622.30 ",2016
Andrew Johnson NHS,"45,937","$2,685.80 ",45,"$1,202.50 ","$2,006.60 ","$3,502.10 ",2016
Aniakchak NM&PRES,83,$79.10 ,0,$31.40 ,$74.30 ,$111.10 ,2016
Antietam NB,"351,911","$22,660.80 ",305,"$12,039.00 ","$19,161.80 ","$30,595.20 ",2016
Apostle Islands NL*,"183,797","$29,270.10 ",456,"$11,158.70 ","$19,554.80 ","$35,699.80 ",2016
Appomattox Court House NHP,"303,139","$17,724.10 ",290,"$7,654.80 ","$12,805.90 ","$22,758.60 ",2016
Arches NP*,"1,585,719","$188,802.50 ","3,120","$78,699.10 ","$142,124.60 ","$251,620.40 ",2016
Arkansas Post NMEM,"34,405","$2,011.60 ",29,$882.30 ,"$1,386.80 ","$2,428.50 ",2016
"Arlington House, The Robert E. LeeMemorial NMEM","1,057,500","$61,830.50 ",869,"$33,737.80 ","$52,945.90 ","$84,399.10 ",2016
Assateague Island NS,"2,267,822","$98,272.40 ","1,332","$38,848.10 ","$68,307.90 ","$112,223.30 ",2016
Aztec Ruins NM,"57,693","$3,373.20 ",52,"$1,249.00 ","$2,169.20 ","$3,880.20 ",2016
Badlands NP,"996,263","$63,746.60 ","1,031","$24,935.90 ","$41,060.90 ","$79,640.50 ",2016
Bandelier NM,"198,478","$12,469.90 ",194,"$5,397.10 ","$8,720.10 ","$15,769.40 ",2016
Belmont-Paul Women's Equality NM,"2,703",$51.30 ,0,$28.90 ,$45.70 ,$72.80 ,2016
Bent's Old Fort NHS,"31,948","$1,868.00 ",29,$739.10 ,"$1,318.20 ","$2,302.40 ",2016
Bering Land Bridge NPRES,"2,642","$4,166.70 ",54,"$1,975.00 ","$3,626.00 ","$5,937.00 ",2016
Big Bend NP,"388,290","$34,197.40 ",510,"$11,549.00 ","$20,972.40 ","$37,888.70 ",2016
Big Cypress NPRES,"1,102,147","$88,049.80 ","1,255","$48,767.70 ","$77,452.10 ","$126,017.40 ",2016
Big Hole NB*,"41,795","$2,728.70 ",40,"$1,002.20 ","$1,523.70 ","$2,884.30 ",2016
Big South Fork NRRA*,"684,715","$20,763.30 ",282,"$7,506.60 ","$12,746.90 ","$22,328.70 ",2016
Big Thicket NPRES,"192,809","$12,347.90 ",172,"$5,890.10 ","$9,511.20 ","$15,909.40 ",2016
Bighorn Canyon NRA,"259,485","$11,238.60 ",174,"$4,544.10 ","$7,251.30 ","$13,502.70 ",2016
Biscayne NP,"514,709","$33,004.10 ",461,"$18,188.90 ","$28,395.10 ","$45,979.90 ",2016
Black Canyon Of The Gunnison NP,"238,017","$14,616.10 ",197,"$6,769.00 ","$11,041.60 ","$18,040.20 ",2016
Blue Ridge PKWY,"15,175,578","$979,334.20 ","15,649","$462,871.00 ","$767,939.80 ","$1,341,343.1",2016
Bluestone NSR,"34,139","$1,485.50 ",23,$598.10 ,$963.00 ,"$1,706.50 ",2016
Booker T Washington NM,"23,439","$1,370.50 ",22,$606.70 ,$989.90 ,"$1,779.30 ",2016
Boston NHP,"2,594,495","$151,696.40 ","2,226","$85,199.50 ","$134,130.90 ","$215,088.00 ",2016
Boston African American NHS,"414,170","$24,216.00 ",356,"$13,595.40 ","$21,409.40 ","$34,339.20 ",2016
Brown V Board Of Education NHS,"27,968","$1,635.20 ",28,$855.30 ,"$1,360.30 ","$2,398.90 ",2016
Bryce Canyon NP,"2,365,111","$200,974.10 ","3,036","$78,944.80 ","$139,455.70 ","$244,697.30 ",2016
Buck Island Reef NM,"38,929","$2,424.20 ",28,"$1,101.10 ","$1,864.40 ","$2,897.40 ",2016
Buffalo NR,"1,785,358","$77,556.60 ","1,200","$30,604.10 ","$50,099.50 ","$90,199.70 ",2016
Cabrillo NM,"959,145","$56,079.80 ",819,"$30,201.70 ","$46,315.50 ","$75,163.10 ",2016
Canaveral NS,"1,629,944","$104,943.60 ","1,551","$50,324.90 ","$84,136.10 ","$140,813.90 ",2016
Cane River Creole NHP,"26,863","$1,570.70 ",23,$631.00 ,"$1,079.60 ","$1,913.60 ",2016
Canyon De Chelly NM,"821,406","$54,629.80 ",797,"$19,622.80 ","$34,420.90 ","$62,237.80 ",2016
Canyonlands NP,"776,217","$47,639.70 ",722,"$18,085.80 ","$32,425.20 ","$57,605.30 ",2016
Cape Cod NS,"4,692,795","$204,549.00 ","2,635","$107,373.60 ","$164,687.30 ","$259,123.70 ",2016
Cape Hatteras NS,"2,411,711","$153,828.40 ","2,359","$65,010.80 ","$108,081.40 ","$191,709.50 ",2016
Cape Krusenstern NM,"15,000","$23,656.30 ",308,"$11,212.90 ","$20,586.40 ","$33,706.50 ",2016
Cape Lookout NS,"458,000","$20,931.70 ",322,"$7,451.00 ","$12,259.70 ","$22,945.10 ",2016
Capitol Reef NP*,"1,064,904","$77,047.50 ","1,083","$28,532.10 ","$50,125.30 ","$88,246.30 ",2016
Capulin Volcano NM*,"60,132","$1,806.50 ",27,$561.00 ,$966.10 ,"$1,818.80 ",2016
Carl Sandburg Home NHS,"80,695","$4,718.20 ",76,"$2,049.90 ","$3,449.40 ","$6,015.60 ",2016
